Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,
Arch,MotifGen,Graphical motif generation,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Leguy, Jules; Cauchy, Thomas; Glavatskikh, Marta; Duval, Béatrice; Da Mota, Benoit",EvoMol: a flexible and interpretable evolutionary algorithm for unbiased de novo molecular generation,Journal of Cheminformatics,10.1186/s13321-020-00458-z,,,,,,,
Arch,MAT,Molecular attention transformer,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Jin, Wengong; Barzilay, Regina; Jaakkola, Tommi",Hierarchical Generation of Molecular Graphs using Structural Motifs,"arXiv:2002.03230 [cs, stat]",,,,,,,,
Arch,JT-VAE,Junction-tree variational autoencoder,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Maziarka, Łukasz; Danel, Tomasz; Mucha, Sławomir; Rataj, Krzysztof; Tabor, Jacek; Jastrzębski, Stanisław",Molecule Attention Transformer,"arXiv:2002.08264 [physics, stat]",,,,,,,,
Arch,MolCycleGAN,Uses JT-VAE to generate molecules nearby the input.,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Jin, Wengong; Barzilay, Regina; Jaakkola, Tommi",Junction Tree Variational Autoencoder for Molecular Graph Generation,"arXiv:1802.04364 [cs, stat]",,,,,,,,
Arch,GANsDTA,Uses sequence representations of both protein and ligand to determine binding affinity,,,,Nonstructural,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Maziarka, Łukasz; Pocha, Agnieszka; Kaczmarczyk, Jan; Rataj, Krzysztof; Danel, Tomasz; Warchoł, Michał",Mol-CycleGAN: a generative model for molecular optimization,Journal of Cheminformatics,,,,,,,,
Arch,Autoencoder,"Can create an invertible representation of some input data, as well as compress data into smaller/fewer features.",,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhao, Lingling; Wang, Junjie; Pang, Long; Liu, Yang; Zhang, Jun",GANsDTA: Predicting Drug-Target Binding Affinity Using GANs,Frontiers in Genetics,10.3389/fgene.2019.01243,,,,,,,
Arch,2DPCA_Rotation_forest,Uses PPI and evolutionary information and sequence info,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Ruoyu; Wang, Sheng; Zhu, Feiyun; Huang, Junzhou",Adaptive Graph Convolutional Neural Networks,"arXiv:1801.03226 [cs, stat]",,,,,,,,
Arch,SMILES_RNN,,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Olivecrona, Marcus; Blaschke, Thomas; Engkvist, Ola; Chen, Hongming",Molecular de-novo design through deep reinforcement learning,Journal of Cheminformatics,10.1186/s13321-017-0235-x,,,,,,,
Arch,ORGANIC,Objective-Reinforced Generative Adversarial Network for Inverse-design Chemistry,,,,Nonstructural,,,,,,,,,1,0,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Sanchez-Lengeling, Benjamin; Outeiral, Carlos; Guimaraes, Gabriel L; Aspuru-Guzik, Alán",Optimizing distributions over molecular space. An Objective-Reinforced Generative Adversarial Network for Inverse-design Chemistry (ORGANIC),ChemRxiv,10.26434/chemrxiv.5309668.v3,,,,,,,
Arch,MolMP,Markov process molecular graph addition network,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Yibo; Zhang, Liangren; Liu, Zhenming",Multi-objective de novo drug design with conditional graph generative model,Journal of Cheminformatics,10.1186/s13321-018-0287-6,,,,,,,
Arch,MolRNN,Recurrent neural network molecular graph addition network,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Yibo; Zhang, Liangren; Liu, Zhenming",Multi-objective de novo drug design with conditional graph generative model,Journal of Cheminformatics,10.1186/s13321-018-0287-6,,,,,,,
Arch,QCCR,Query to conditional code to results,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Yibo; Zhang, Liangren; Liu, Zhenming",Multi-objective de novo drug design with conditional graph generative model,Journal of Cheminformatics,10.1186/s13321-018-0287-6,,,,,,,
Arch,GCPN,Graph convolutional policy network,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conferencePaper,2018,"You, Jiaxuan; Liu, Bowen; Ying, Rex; Pande, Vijay; Leskovec, Jure",Graph convolutional policy network for goal-directed molecular graph generation,Advances in Neural Information Processing Systems,,,,,,,,
Arch,PWGK,Persistence-weighted gaussian kernels,,,,Math,Computational,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Kusano, Genki; Fukumizu, Kenji; Hiraoka, Yasuaki",Persistence weighted Gaussian kernel for topological data analysis,arXiv:1601.01741 [math],,,,,,,,
Arch,DGM,Deep generative models,,,,Math,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/IBM/controlled-peptide-generation,,,,,,journalArticle,2021,"Das, Payel; Sercu, Tom; Wadhawan, Kahini; Padhi, Inkit; Gehrmann, Sebastian; Cipcigan, Flaviu; Chenthamarakshan, Vijil; Strobelt, Hendrik; dos Santos, Cicero; Chen, Pin-Yu; Yang, Yi Yan; Tan, Jeremy P. K.; Hedrick, James; Crain, Jason; Mojsilovic, Aleksandra",Accelerated antimicrobial discovery via deep generative models and molecular dynamics simulations,Nature Biomedical Engineering,10.1038/s41551-021-00689-x,,,,,,,
Arch,GM,Generative models,,,,Math,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conferencePaper,2020,"Albu, Alexandra-Ioana; Czibula, Gabriela",Analysing protein dynamics using machine learning based generative models,2020 IEEE 14th International Symposium on Applied Computational Intelligence and Informatics (SACI),10.1109/SACI49304.2020.9118834,,,,,,,
Arch,PSO,Particle swarm optimization,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhang, Hua; Shan, Guogen; Yang, Bailin",Optimized elastic network models with direct characterization of inter-residue cooperativity for protein dynamics,IEEE/ACM Transactions on Computational Biology and Bioinformatics,10.1109/TCBB.2020.3023147,,,,,,,
Arch,LSTM-LM,LSTM for protein sequence analysis,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,
Arch,,,,,,Graph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Vignac, Clement; Loukas, Andreas; Frossard, Pascal",Building powerful and equivariant graph neural networks with structural message-passing,arXiv e-prints,,,,,,,,
Arch,GWM,Graph warp module,,,,Graph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Ishiguro, Katsuhiko; Maeda, Shin-ichi; Koyama, Masanori",Graph Warp Module: an Auxiliary Module for Boosting the Power of Graph Neural Networks in Molecular Graph Analysis,"arXiv:1902.01020 [cs, stat]",,,,,,,,
Arch,AGCN,Adaptive graph convolutional network,,,,Graph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Ruoyu; Wang, Sheng; Zhu, Feiyun; Huang, Junzhou",Adaptive Graph Convolutional Neural Networks,"arXiv:1801.03226 [cs, stat]",,,,,,,,
Arch,DIM,Dynamic Ising models,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Olsson, Simon; Noé, Frank",Dynamic graphical models of molecular kinetics,Proceedings of the National Academy of Sciences,10.1073/pnas.1901692116,,,,,,,
Arch,DeepDrug3D,3D CNN for ligand dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/anny0316/Drug3D-Net,,,,,,journalArticle,2021,"Li, Chunyan; Wang, Jianmin; Niu, Zhangming; Yao, Junfeng; Zeng, Xiangxiang",A spatial-temporal gated attention module for molecular property prediction based on molecular geometry,Briefings in bioinformatics,10.1093/bib/bbab078,,,,,,,
Arch,DeepWATsite,Deep Taylor decomposition applied to hydration in MD simulations,,,,Dynamic,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://hub.docker.com/r/lilllab/watsite3,,,,,,journalArticle,2020,"Mahmoud, Amr H.; Masters, Matthew R.; Yang, Ying; Lill, Markus A.",Elucidating the multiple roles of hydration for accurate protein-ligand binding prediction via deep learning,Communications Chemistry,10.1038/s42004-020-0261-x,,,,,,,
Arch,DiffNets,Self-supervised autoencoder for evaluating subtle dynamics,,,,Dynamic,,Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/bowman-lab/diffnets,,,,,,journalArticle,2020,"Ward, Michael D.; Zimmerman, Maxwell I.; Swamidass, S. J.; Bowman, Gregory R.",DiffNets: Self-supervised deep learning to identify the mechanistic basis for biochemical differences between protein variants,bioRxiv,10.1101/2020.07.01.182725,,,,,,,
Arch,IA,Imposed Activation. Allows quick exploration of possible side products in reactions,,,,Dynamic,Computational,Ligand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Lavigne, Cyrille; dos Passos Gomes, Gabriel; Pollice, Robert; Aspuru-Guzik, Alan",Automatic discovery of chemical reactions using imposed activation,,10.26434/chemrxiv.13008500.v1,,,,,,,
Arch,SPLOC_PPML,Projection pursuit machine learning,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2021,"Grear, Tyler; Avery, Chris; Patterson, John; Jacobs, Donald J.",Molecular function recognition by supervised projection pursuit machine learning,Scientific Reports,10.1038/s41598-021-83269-y,,,,,,,
Arch,mLMMD,Multiple-ligand mapping molecular dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Tan, Yaw Sing; Verma, Chandra S.",Straightforward Incorporation of Multiple Ligand Types into Molecular Dynamics Simulations for Efficient Binding Site Detection and Characterization,Journal of Chemical Theory and Computation,10.1021/acs.jctc.0c00405,,,,,,,
Arch,MDFF_NNP,Molecular dynamics flexible fitting – neural-network potential,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Vant, John W.; Lahey, Shae-Lynn J.; Jana, Kalyanashis; Shekhar, Mrinal; Sarkar, Daipayan; Munk, Barbara H.; Kleinekathöfer, Ulrich; Mittal, Sumit; Rowley, Christopher; Singharoy, Abhishek",Flexible Fitting of Small Molecules into Electron Microscopy Maps Using Molecular Dynamics Simulations with Neural Network Potentials,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b01167,,,,,,,
Arch,LSS,Latent space simulators for synthetic MD trajectories,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/hsidky/srv/tree/newgen/,,,,,,,journalArticle,2020,"Sidky, Hythem; Chen, Wei; L. Ferguson, Andrew",Molecular latent space simulators,Chemical Science,10.1039/D0SC03635H,,,,,,,
Arch,CVAE,Convolutional variational autoencoder for dynamics. Learned latent features can be applied,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Ma, Heng; Bhowmik, Debsindhu; Lee, Hyungro; Turilli, Matteo; Young, Michael T.; Jha, Shantenu; Ramanathan, Arvind",Deep Generative Model Driven Protein Folding Simulation,arXiv:1908.00496 [q-bio],,,,,,,,
Arch,FBS_MSM,Fragment-based screening with markov state models,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Linker, Stephanie Maria; Magarkar, Aniket; Köfinger, Jürgen; Hummer, Gerhard; Seeliger, Daniel",Fragment Binding Pose Predictions Using Unbiased Simulations and Markov-State Models,Journal of Chemical Theory and Computation,10.1021/acs.jctc.9b00069,,,,,,,
Arch,DGM,Dynamic graphical models,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.github.com/markovmodel/graphtime/,,,,,,,journalArticle,2019,"Olsson, Simon; Noé, Frank",Dynamic graphical models of molecular kinetics,Proceedings of the National Academy of Sciences,10.1073/pnas.1901692116,,,,,,,
Arch,RAVE,Piecewise linear trajectory mapping for clear reaction coordinate traversal between accessible states,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Lamim Ribeiro, João Marcelo; Tiwary, Pratyush",Toward Achieving Efficient and Accurate Ligand-Protein Unbinding with Deep Learning and Molecular Dynamics through RAVE,Journal of Chemical Theory and Computation,10.1021/acs.jctc.8b00869,,,,,,,
Arch,SEM_MD,Stacked ensemble model with MD data,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Singh, Samrendra K.; Bejagam, Karteek K.; An, Yaxin; Deshmukh, Sanket A.",Machine-Learning Based Stacked Ensemble Model for Accurate Analysis of Molecular Dynamics Simulations,The Journal of Physical Chemistry A,10.1021/acs.jpca.9b03420,,,,,,,
Arch,VAMPNet,Varational approximation. Relates backbone torsions and cartesian coordinate transformation implicitly,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Mardt, Andreas; Pasquali, Luca; Wu, Hao; Noé, Frank",VAMPnets: Deep learning of molecular kinetics,Nature Communications,10.1038/s41467-017-02388-1,,,,,,,
Arch,DeepGenMSM,Deep generative markov state models,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,2018,"Wu, Hao; Mardt, Andreas; Pasquali, Luca; Noe, Frank",Deep Generative Markov State Models,Advances in Neural Information Processing Systems 31,,,,,,,,
Arch,BAI,Best-arm identification,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/tsudalab/bpbi,,,,,,,journalArticle,2018,"Terayama, Kei; Iwata, Hiroaki; Araki, Mitsugu; Okuno, Yasushi; Tsuda, Koji",Machine learning accelerates MD-based binding pose prediction between ligands and proteins,Bioinformatics,10.1093/bioinformatics/btx638,,,,,,,
Arch,InteracNet,,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Battaglia, Peter W.; Pascanu, Razvan; Lai, Matthew; Rezende, Danilo; Kavukcuoglu, Koray","Interaction Networks for Learning about Objects, Relations and Physics",arXiv:1612.00222 [cs],,,,,,,,
Arch,L1RRHMM,L1-regularized reversible hidden markov model,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2014,"McGibbon, Robert T.; Ramsundar, Bharath; Sultan, Mohammad M.; Kiss, Gert; Pande, Vijay S.",Understanding Protein Dynamics with L1-Regularized Reversible Hidden Markov Models,"arXiv:1405.1444 [q-bio, stat]",,,,,,,,
Arch,MRF,Markov Random Field,,,,Dynamic,,,,,,,,,0,1,1,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Razavian, Narges Sharif; Kamisetty, Hetunandan; Langmead, Christopher J.",Learning generative models of molecular dynamics,BMC Genomics,10.1186/1471-2164-13-S1-S5,,,,,,,
Arch,TS-MD_UCT,Tree-search molecular dynamics with upper-confidence bound for trees. A reinforcement learning algorithm,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Shin, Kento; Tran, Duy Phuoc; Takemura, Kazuhiro; Kitao, Akio; Terayama, Kei; Tsuda, Koji",Enhancing Biomolecular Sampling with Reinforcement Learning: A Tree Search Molecular Dynamics Simulation Method,ACS Omega,10.1021/acsomega.9b01480,,,,,,,
Arch,DEFmap,Dynamic extractions from cryo-EM map. With 3D-CNN,,,,Dynamic,,,,,,,,,0,1,1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,report,2020,"Matsumoto, Shigeyuki; Ishida, Shoichi; Araki, Mitsugu; Kato, Takayuki; Terayama, Kei; Okuno, Yasushi",Extraction of Protein Dynamics Information Hidden in Cryogenic Electron Microscopy Maps Using Deep Learning,,,,,,,,,
Arch,VISAR,,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Ding, Qingyang; Hou, Siyu; Zu, Songpeng; Zhang, Yonghui; Li, Shao",VISAR: an interactive tool for dissecting chemical features learned by deep neural network QSAR models,Bioinformatics,10.1093/bioinformatics/btaa187,,,,,,,
Arch,Site2Vec,Site2vec vector generation utility,,,,Dynamic,Computational,,,,Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Bhadra, Arnab; Y, Kalidas",Site2Vec: a reference frame invariant algorithm for vector embedding of protein-ligand binding sites,,,,,,,,,
Arch,GraphINVENT,GraphINVENT architecture for molecular design,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/MolecularAI/GraphINVENT,,,,,,journalArticle,2020,"Mercado, Rocío; Rastemo, Tobias; Lindelöf, Edvard; Klambauer, Günter; Engkvist, Ola; Chen, Hongming; Bjerrum, Esben Jannik",Graph Networks for Molecular Design,,10.26434/chemrxiv.12843137.v1,,,,,,,
Arch,SFRVAMPNet,State-free reversible VAMPNet,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Chen, Wei; Sidky, Hythem; Ferguson, Andrew L.",Nonlinear discovery of slow molecular modes using state-free reversible VAMPnets,Journal of Chemical Physics,10.1063/1.5092521,,,,,,,
Arch,sDGML,Symmetric gradient domain machine learning. Able to learn symmetric potential energy surfaces,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Chmiela, Stefan; Sauceda, Huziel E.; Poltavsky, Igor; Müller, Klaus-Robert; Tkatchenko, Alexandre",sGDML: Constructing accurate and data efficient molecular force fields using machine learning,Computer Physics Communications,10.1016/j.cpc.2019.02.007,,,,,,,
Arch,MDHTM,Molecular dynamics hierarchical trapping model,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Meroz, Yasmine; Ovchinnikov, Victor; Karplus, Martin",Coexisting origins of subdiffusion in internal dynamics of proteins,Physical Review E,10.1103/PhysRevE.95.062403,,,,,,,
Arch,gnina,Molecular docking ML platform,,,,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Sunseri, Jocelyn; Koes, David Ryan",libmolgrid: GPU Accelerated Molecular Gridding for Deep Learning Applications,"arXiv:1912.04822 [physics, q-bio]",,,,,,,,
Arch,GRU+MLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Madani, Ali; Shirazinejad, Cyna; Ong, Jia Rui; Shams, Hengameh; Mofrad, Mohammad",ProDyn0: Inferring calponin homology domain stretching behavior using graph neural networks,"arXiv:1910.09738 [cs, q-bio]",,,,,,,,
Arch,MPNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Madani, Ali; Shirazinejad, Cyna; Ong, Jia Rui; Shams, Hengameh; Mofrad, Mohammad",ProDyn0: Inferring calponin homology domain stretching behavior using graph neural networks,"arXiv:1910.09738 [cs, q-bio]",,,,,,,,
Arch,RL-VAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Kearnes, Steven; Li, Li; Riley, Patrick",Decoding Molecular Graph Embeddings with Reinforcement Learning,"arXiv:1904.08915 [cs, stat]",,,,,,,,
Arch,AAE,Adversarial autoencoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Olivecrona, Marcus; Blaschke, Thomas; Engkvist, Ola; Chen, Hongming",Molecular de-novo design through deep reinforcement learning,Journal of Cheminformatics,10.1186/s13321-017-0235-x,,,,,,,
Arch,OSPREY,Open source protein redesign for you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/donaldlab/OSPREY3,,,,,,journalArticle,2018,"Hallen, Mark A.; Martin, Jeffrey W.; Ojewole, Adegoke; Jou, Jonathan D.; Lowegard, Anna U.; Frenkel, Marcel S.; Gainza, Pablo; Nisonoff, Hunter M.; Mukund, Aditya; Wang, Siyu; Holt, Graham T.; Zhou, David; Dowd, Elizabeth; Donald, Bruce R.","OSPREY 3.0: Open‐source protein redesign for you, with powerful new features",Journal of Computational Chemistry,,,,,,,,
Arch,sGDML,Symmetrized gradient-domain machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Chmiela, Stefan; Sauceda, Huziel E.; Müller, Klaus Robert; Tkatchenko, Alexandre",Towards exact molecular dynamics simulations with machine-learned force fields,Nature Communications,10.1038/s41467-018-06169-2,,,,,,,
Arch,DSGPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Zhiheng; Wellawatte, Geemi P.; Chakraborty, Maghesree; Gandhi, Heta A.; Xu, Chenliang; White, Andrew D.",Graph neural network based coarse-grained mapping prediction,Chemical Science,10.1039/D0SC02458A,,,,,,,
Arch,QUBO,Quadratic unconstrained binary optimization,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Snelling, David; Shahane, Ganesh; Shipman, William; Balaeff, Alexander; Pearce, Mark; Keinan, Shahar",A Quantum-Inspired Approach to De-Novo Drug Design,,10.26434/CHEMRXIV.12229232.V2,,,,,,,
Arch,KNIME,Konstanz information miner,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,webpage,2020,"Mazanetz, Michael P.; Goode, Charlotte H. F.; Chudyk, Ewa I.",Ligand- and Structure-Based Drug Design and Optimization using KNIME,,,,,,,,,
Arch,trRosetta,Transform-restrained Rosetta,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Graves, Jordan; Byerly, Jacob; Priego, Eduardo; Makkapati, Naren; Parish, S. Vince; Medellin, Brenda; Berrondo, Monica",A Review of Deep Learning Methods for Antibodies,Antibodies,10.3390/antib9020012,,,,,,,
Arch,Ens-Grad,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Graves, Jordan; Byerly, Jacob; Priego, Eduardo; Makkapati, Naren; Parish, S. Vince; Medellin, Brenda; Berrondo, Monica",A Review of Deep Learning Methods for Antibodies,Antibodies,10.3390/antib9020012,,,,,,,
Arch,VG,Voxel grid,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Graves, Jordan; Byerly, Jacob; Priego, Eduardo; Makkapati, Naren; Parish, S. Vince; Medellin, Brenda; Berrondo, Monica",A Review of Deep Learning Methods for Antibodies,Antibodies,10.3390/antib9020012,,,,,,,
